,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
1155,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",arya stark,He says every swordsman should study cats. They're quiet as shadows and as light as feathers. You have to be quick to catch them.,House Stark, he says every swordsman should study cats they are quiet as shadows and as light as feathers you have to be quick to catch them,25,"['he', 'says', 'every', 'swordsman', 'should', 'study', 'cats', 'they', 'are', 'quiet', 'as', 'shadows', 'and', 'as', 'light', 'as', 'feathers', 'you', 'have', 'to', 'be', 'quick', 'to', 'catch', 'them']","['says', 'every', 'swordsman', 'study', 'cats', 'quiet', 'shadows', 'light', 'feathers', 'quick', 'catch']","['say', 'every', 'swordsman', 'study', 'cat', 'quiet', 'shadow', 'light', 'feather', 'quick', 'catch']", say every swordsman study cat quiet shadow light feather quick catch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00015791967152708323,0.00016973985134362493,0.00016599347092347702,0.00023058742145615956
1156,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,He's right about that.,House Stark, he is right about that,5,"['he', 'is', 'right', 'about', 'that']",['right'],['right'], right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0016213086276780544,0.0018671383647798742,0.0,0.0025364616360177552
1157,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",arya stark,Now that Bran's awake will he come live with us?,House Stark, now that brans awake will he come live with us,10,"['now', 'that', 'brans', 'awake', 'will', 'he', 'come', 'live', 'with', 'us']","['brans', 'awake', 'come', 'live', 'us']","['bran', 'awake', 'come', 'live', 'u']", bran awake come live u,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00023161551823972203,0.0008254716981132076,0.0005477784540474742,0.000507292327203551
1158,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,He needs to get his strength back first.,House Stark, he needs to get his strength back first,8,"['he', 'needs', 'to', 'get', 'his', 'strength', 'back', 'first']","['needs', 'get', 'strength', 'back', 'first']","['need', 'get', 'strength', 'back', 'first']", need get strength back first,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.4939,0.0005790387955993051,0.0013954402515723272,0.0009129640900791235,0.001014584654407102
1159,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",arya stark,"He wants to be a knight of the King's Guard. He can't be one now, can he?",House Stark, he wants to be a knight of the kings guard he cannot be one now can he,17,"['he', 'wants', 'to', 'be', 'a', 'knight', 'of', 'the', 'kings', 'guard', 'he', 'cannot', 'be', 'one', 'now', 'can', 'he']","['wants', 'knight', 'kings', 'guard', 'cannot', 'one']","['want', 'knight', 'king', 'guard', 'cannot', 'one']", want knight king guard cannot one,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,0.0015827060413047675,0.00252227463312369,0.002383850679651045,0.0016909744240118372
1160,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,No. But someday he could be Lord of a holdfast or sit on the King's Council. Or he might raise castles like Brandon the Builder.,House Stark, no but someday he could be lord of a holdfast or sit on the kings council or he might raise castles like brandon the builder,25,"['no', 'but', 'someday', 'he', 'could', 'be', 'lord', 'of', 'a', 'holdfast', 'or', 'sit', 'on', 'the', 'kings', 'council', 'or', 'he', 'might', 'raise', 'castles', 'like', 'brandon', 'the', 'builder']","['someday', 'could', 'lord', 'holdfast', 'sit', 'kings', 'council', 'might', 'raise', 'castles', 'like', 'brandon', 'builder']","['someday', 'could', 'lord', 'holdfast', 'sit', 'king', 'council', 'might', 'raise', 'castle', 'like', 'brandon', 'builder']", someday could lord holdfast sit king council might raise castle like brandon builder,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,0.0011491693020355442,0.0011036526366715047,0.0007022800692916334,0.000292668650309741
1161,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",arya stark,Can I be Lord of a holdfast?,House Stark, can i be lord of a holdfast,7,"['can', 'i', 'be', 'lord', 'of', 'a', 'holdfast']","['lord', 'holdfast']","['lord', 'holdfast']", lord holdfast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0023161551823972205,0.0026041666666666665,0.0007608034083992696,0.0
1162,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,You will marry a high Lord and rule his castle. And your sons shall be knights and princes and lords.,House Stark, you will marry a high lord and rule his castle and your sons shall be knights and princes and lords,20,"['you', 'will', 'marry', 'a', 'high', 'lord', 'and', 'rule', 'his', 'castle', 'and', 'your', 'sons', 'shall', 'be', 'knights', 'and', 'princes', 'and', 'lords']","['marry', 'high', 'lord', 'rule', 'castle', 'sons', 'shall', 'knights', 'princes', 'lords']","['marry', 'high', 'lord', 'rule', 'castle', 'son', 'shall', 'knight', 'prince', 'lord']", marry high lord rule castle son shall knight prince lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0010770121598147075,0.0012971698113207546,0.0007303712720632988,0.0002536461636017755
1163,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",arya stark,No. That's not me.,House Stark, no that is not me,5,"['no', 'that', 'is', 'not', 'me']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
1165,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",jon snow,Come stand by the fire. It's warmer.,House Stark, come stand by the fire it is warmer,8,"['come', 'stand', 'by', 'the', 'fire', 'it', 'is', 'warmer']","['come', 'stand', 'fire', 'warmer']","['come', 'stand', 'fire', 'warmer']", come stand fire warmer,"{'neg': 0.364, 'neu': 0.303, 'pos': 0.333, 'compound': -0.0516}",-0.0516,0.00028951939779965256,0.0006387578616352201,0.0006847230675593427,0.0006341154090044388
1167,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",jon snow,You're not. You're freezing.,House Stark, you are not you are freezing,6,"['you', 'are', 'not', 'you', 'are', 'freezing']",['freezing'],['freezing'], freezing,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.0,0.0,0.0,0.0
1169,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",jon snow,"You can't fight. You can't see. You're afraid of heights and almost everything else probably. What are you doing here, Sam?",House Stark, you cannot fight you cannot see you are afraid of heights and almost everything else probably what are you doing here sam,22,"['you', 'cannot', 'fight', 'you', 'cannot', 'see', 'you', 'are', 'afraid', 'of', 'heights', 'and', 'almost', 'everything', 'else', 'probably', 'what', 'are', 'you', 'doing', 'here', 'sam']","['cannot', 'fight', 'cannot', 'see', 'afraid', 'heights', 'almost', 'everything', 'else', 'probably', 'sam']","['cannot', 'fight', 'cannot', 'see', 'afraid', 'height', 'almost', 'everything', 'else', 'probably', 'sam']", cannot fight cannot see afraid height almost everything else probably sam,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.2924}",0.2924,0.0003579512554613886,0.0006700257289879931,0.0005256459912576772,0.0005188216982763591
1171,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",jon snow,"Yes, he is.",House Stark, yes he is,3,"['yes', 'he', 'is']",['yes'],['yes'], yes,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,0.0019687319050376373,0.001474056603773585,0.002434570906877663,0.0
1173,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",jon snow,Well… You can't get any worse.,House Stark, well… you cannot get any worse,6,"['well', 'you', 'cannot', 'get', 'any', 'worse']","['well', 'cannot', 'get', 'worse']","['well', 'cannot', 'get', 'worse']", well cannot get worse,"{'neg': 0.0, 'neu': 0.301, 'pos': 0.699, 'compound': 0.5653}",0.5653,0.0009264620729588881,0.0016460298742138365,0.0008368837492391966,0.0012682308180088776
1175,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Pycelle talks too much.,House Stark, pycelle talks too much,4,"['pycelle', 'talks', 'too', 'much']","['pycelle', 'talks', 'much']","['pycelle', 'talk', 'much']", pycelle talk much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0004632310364794441,0.0003275681341719078,0.0,0.0
1177,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Knighted for what? Why are you telling me this?,House Stark, knighted for what why are you telling me this,9,"['knighted', 'for', 'what', 'why', 'are', 'you', 'telling', 'me', 'this']","['knighted', 'telling']","['knighted', 'telling']", knighted telling,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
1179,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Where is Ser Hugh? I'll speak to him.,House Stark, where is ser hugh i will speak to him,9,"['where', 'is', 'ser', 'hugh', 'i', 'will', 'speak', 'to', 'him']","['ser', 'hugh', 'speak']","['ser', 'hugh', 'speak']", ser hugh speak,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005018336228527311,0.0006551362683438155,0.0007100831811726517,0.0
1181,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Varys or the Queen?,House Stark, varys or the queen,4,"['varys', 'or', 'the', 'queen']","['varys', 'queen']","['varys', 'queen']", varys queen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0005404874213836478,0.0006086427267194157,0.0012682308180088776
1183,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Yes.,House Stark, yes,1,['yes'],['yes'],['yes'], yes,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,0.0019687319050376373,0.001474056603773585,0.002434570906877663,0.0
1186,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"Lord Baelish, perhaps I was wrong to distrust you.",House Stark, lord baelish perhaps i was wrong to distrust you,9,"['lord', 'baelish', 'perhaps', 'i', 'was', 'wrong', 'to', 'distrust', 'you']","['lord', 'baelish', 'perhaps', 'wrong', 'distrust']","['lord', 'baelish', 'perhaps', 'wrong', 'distrust']", lord baelish perhaps wrong distrust,"{'neg': 0.663, 'neu': 0.337, 'pos': 0.0, 'compound': -0.7096}",-0.7096,0.0009264620729588881,0.0010416666666666667,0.00030432136335970786,0.0
1195,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,A knight. They strut around like roosters down here. Even the ones who've never seen an arrow coming their way.,House Stark, a knight they strut around like roosters down here even the ones who have never seen an arrow coming their way,21,"['a', 'knight', 'they', 'strut', 'around', 'like', 'roosters', 'down', 'here', 'even', 'the', 'ones', 'who', 'have', 'never', 'seen', 'an', 'arrow', 'coming', 'their', 'way']","['knight', 'strut', 'around', 'like', 'roosters', 'even', 'ones', 'never', 'seen', 'arrow', 'coming', 'way']","['knight', 'strut', 'around', 'like', 'rooster', 'even', 'one', 'never', 'seen', 'arrow', 'coming', 'way']", knight strut around like rooster even one never seen arrow coming way,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,0.0007430997876857749,0.0008926231656184486,0.0013694461351186854,0.0005284295075036991
1197,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Let them look.,House Stark, let them look,3,"['let', 'them', 'look']","['let', 'look']","['let', 'look']", let look,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0015055008685581934,0.0013266509433962266,0.0,0.0
1199,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What did Lord Arryn want?,House Stark, what did lord arryn want,5,"['what', 'did', 'lord', 'arryn', 'want']","['lord', 'arryn', 'want']","['lord', 'arryn', 'want']", lord arryn want,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772,0.0022389500096506466,0.0036360062893081757,0.002333130452424427,0.0012682308180088776
1201,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,I'd like to see him as well.,House Stark, i would like to see him as well,8,"['i', 'would', 'like', 'to', 'see', 'him', 'as', 'well']","['would', 'like', 'see', 'well']","['would', 'like', 'see', 'well']", would like see well,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,0.0030399536768963525,0.0032183569182389934,0.00251065124771759,0.001585288522511097
1203,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,This is fine work.,House Stark, this is fine work,4,"['this', 'is', 'fine', 'work']","['fine', 'work']","['fine', 'work']", fine work,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}",0.2023,0.0,0.0,0.0,0.0
1208,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"There's nothing to forgive. When Lord Arryn came to visit you, what would you talk about?",House Stark, there is nothing to forgive when lord arryn came to visit you what would you talk about,17,"['there', 'is', 'nothing', 'to', 'forgive', 'when', 'lord', 'arryn', 'came', 'to', 'visit', 'you', 'what', 'would', 'you', 'talk', 'about']","['nothing', 'forgive', 'lord', 'arryn', 'came', 'visit', 'would', 'talk']","['nothing', 'forgive', 'lord', 'arryn', 'came', 'visit', 'would', 'talk']", nothing forgive lord arryn came visit would talk,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.2057}",-0.2057,0.0014765489287782282,0.0017443003144654086,0.0009129640900791235,0.0001585288522511097
1210,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What kind of questions?,House Stark, what kind of questions,4,"['what', 'kind', 'of', 'questions']","['kind', 'questions']","['kind', 'question']", kind question,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}",0.5267,0.0,0.0,0.0,0.0
1212,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,Your mother?,House Stark, your mother,2,"['your', 'mother']",['mother'],['mother'], mother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0013896931094383323,0.0013757861635220125,0.0,0.0
1214,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,What did you tell him?,House Stark, what did you tell him,5,"['what', 'did', 'you', 'tell', 'him']",['tell'],['tell'], tell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0017371163867979154,0.0023584905660377358,0.00426049908703591,0.0012682308180088776
1216,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,"Look at me. Get back to work, lad. If the day ever comes when that boy'd rather wield a sword than forge one, you send him to me.",House Stark, look at me get back to work lad if the day ever comes when that boyd rather wield a sword than forge one you send him to me,28,"['look', 'at', 'me', 'get', 'back', 'to', 'work', 'lad', 'if', 'the', 'day', 'ever', 'comes', 'when', 'that', 'boyd', 'rather', 'wield', 'a', 'sword', 'than', 'forge', 'one', 'you', 'send', 'him', 'to', 'me']","['look', 'get', 'back', 'work', 'lad', 'day', 'ever', 'comes', 'boyd', 'rather', 'wield', 'sword', 'forge', 'one', 'send']","['look', 'get', 'back', 'work', 'lad', 'day', 'ever', 'come', 'boyd', 'rather', 'wield', 'sword', 'forge', 'one', 'send']", look get back work lad day ever come boyd rather wield sword forge one send,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006408029337965644,0.0009630503144654088,0.0007303712720632988,0.0006341154090044388
1218,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",eddard stark,King Robert's bastard son.,House Stark, king roberts bastard son,4,"['king', 'roberts', 'bastard', 'son']","['king', 'roberts', 'bastard', 'son']","['king', 'robert', 'bastard', 'son']", king robert bastard son,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.0013317892298784018,0.0019654088050314465,0.0012933657942787585,0.0009511731135066582
1220,5/8/2011,Season 1,Episode 4,"Cripples, Bastards and Broken Things",jaime lannister,Listen. Do you hear them? How many do you think are in there with him? Guess.,House Lannister, listen do you hear them how many do you think are in there with him guess,16,"['listen', 'do', 'you', 'hear', 'them', 'how', 'many', 'do', 'you', 'think', 'are', 'in', 'there', 'with', 'him', 'guess']","['listen', 'hear', 'many', 'think', 'guess']","['listen', 'hear', 'many', 'think', 'guess']", listen hear many think guess,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0009727851766068326,0.00025550314465408805,0.0007912355447352405,0.0011414077362079899
